TIPO,NOMBRE,RELACION,TIPO,ENTIDAD,PORCENTAJE
Medio,BIDI,"Pertenece a",Empresa,"Vi-Da Producciones SA",100%
Medio,Biencasero.com,"Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,"Big Deal","Pertenece a",Empresa,"THX Medios SA",100%
Medio,BIGBANGNEWS.COM,"Pertenece a",Empresa,"La Quinta Columna SA",100%
Medio,Bijouterie,"Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,Billboard,"Pertenece a",Empresa,"Sociedad de Editores ABC1 S.R.L.",100%
Medio,Billiken,"Pertenece a",Empresa,"Atlántida Digital SA",100%
Medio,"Blogs de la Gente","Pertenece a",Empresa,"CMD SA",100%
Medio,"BLUE 100.7","Pertenece a",Empresa,"Radio Libertad SA",100%
Medio,Boomerang,"Pertenece a",Empresa,"Turner International Argentina S.A.",0%
Medio,Brava,"Pertenece a",Empresa,"Radio Los Cerros SA",100%
Medio,"Brava San Juan","Pertenece a",Empresa,"Radio Los Cerros SA",100%
Medio,"Brava San Rafael","Pertenece a",Empresa,"El Solaz SRL",100%
Medio,BSE,"Pertenece a",Empresa,"Banco de Santiago del Estero SA",100%
Medio,"Buenas Ideas","Pertenece a",Empresa,"Producciones Publiexpress SA",100%
Medio,Buscainmueble.com,"Pertenece a",Empresa,"AGEA - Arte Gráfico Editorial Argentino S.A.",100%
Medio,C5N,"Pertenece a",Empresa,"Telepiu SA",100%
Medio,"Cadena 3 Argentina","Pertenece a",Empresa,"Radiodifusora del Centro SA",100%
Medio,"Cadena 3 Buenos Aires","Pertenece a",Empresa,"Radio Inversiones SA",100%
Medio,"Cadena 3 MDP","Pertenece a",Empresa,"Deportes y Espectáculos SA",100%
Medio,"Cadena 3 Mendoza","Pertenece a",Empresa,"Radio 3 Mendoza SA",100%
Medio,"Cadena 3 Neuquén","Pertenece a",Empresa,"Radio Inversiones SA",100%
Medio,"Cadena 3 Río Cuarto","Pertenece a",Empresa,"Radio 3 SA",100%
Medio,"Cadena 3 Río Gallegos","Pertenece a",Empresa,"Radio Inversiones SA",100%
Medio,"Cadena 3 San Juan","Pertenece a",Empresa,"Radio 3 Mendoza SA",100%
Medio,"Cadena 3 San Luis","Pertenece a",Empresa,"Radio 3 Mendoza SA",100%
Medio,"Cadena 3 Ushuaia","Pertenece a",Empresa,"Radio 3 SA",100%
Medio,"Cadena Eco Porteña","Pertenece a",Empresa,"Oscar Felipe Marvaso (h)",100%
Medio,CADENA3.COM,"Pertenece a",Empresa,"Radiodifusora del Centro SA",100%
Medio,"Canal (Á)","Pertenece a",Empresa,"ARTEAR - Arte Radiotelevisivo Argentino SA",100%
Medio,"Canal 10 de San Juan","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"Canal 10 Junín","Pertenece a",Empresa,"Junín TV SA",100%
Medio,"Canal 10 Río Negro","Pertenece a",Empresa,"Representación Comercial Gobierno de Río Negro",100%
Medio,"Canal 10 Tucumán","Pertenece a",Empresa,"Representación Comercial Televisora de Tucumán SA",100%
Medio,"Canal 11 de Bahía Blanca","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"Canal 11 de Mendoza","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"Canal 11 de San Luis","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"Canal 11 del Partido de la Costa","Pertenece a",Empresa,"RADIO Y TELEVISIÓN ARGENTINA SE",100%
Medio,"Canal 11 Salta","Pertenece a",Empresa,"Televisión Federal SA  Compañia de Radio y Televisión del Noroeste SA",100%
